,Region/Country/Area,"Population, density and surface area",Year,Series,Value,Footnotes,Source
6283,688,Serbia,2015,Population aged 60+ years old (percentage),26.9,Excluding Kosovo.;Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6284,688,Serbia,2015,Population density,93.5,Excluding Kosovo.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6285,688,Serbia,2022,Population mid-year estimates (millions),6.79,Excluding Kosovo.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6286,688,Serbia,2022,Population mid-year estimates for males (millions),3.23,Excluding Kosovo.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6287,688,Serbia,2022,Population mid-year estimates for females (millions),3.56,Excluding Kosovo.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6288,688,Serbia,2022,Sex ratio (males per 100 females),90.8,Excluding Kosovo.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6289,688,Serbia,2022,Population aged 0 to 14 years old (percentage),14.4,Calculated by the UN Statistics Division.;Excluding Kosovo.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6290,688,Serbia,2022,Population aged 60+ years old (percentage),29.0,Calculated by the UN Statistics Division.;Excluding Kosovo.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6291,688,Serbia,2022,Population density,88.5,Excluding Kosovo.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6292,688,Serbia,2022,Surface area (thousand km2),88,,"United Nations Statistics Division, New York, ""Demographic Yearbook 2021"" and the demographic statistics database, last accessed June 2022."
6293,688,Serbia,2024,Population mid-year estimates (millions),6.74,Projected estimate (medium fertility variant).;Excluding Kosovo.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6294,688,Serbia,2024,Population mid-year estimates for males (millions),3.20,Projected estimate (medium fertility variant).;Excluding Kosovo.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6295,688,Serbia,2024,Population mid-year estimates for females (millions),3.54,Projected estimate (medium fertility variant).;Excluding Kosovo.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6296,688,Serbia,2024,Sex ratio (males per 100 females),90.3,Projected estimate (medium fertility variant).;Excluding Kosovo.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6297,688,Serbia,2024,Population aged 0 to 14 years old (percentage),14.3,Projected estimate (medium fertility variant).;Excluding Kosovo.;Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6298,688,Serbia,2024,Population aged 60+ years old (percentage),29.5,Projected estimate (medium fertility variant).;Excluding Kosovo.;Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6299,688,Serbia,2024,Population density,87.8,Projected estimate (medium fertility variant).;Excluding Kosovo.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6300,690,Seychelles,2010,Population mid-year estimates (millions),0.10,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6301,690,Seychelles,2010,Population mid-year estimates for males (millions),0.05,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6302,690,Seychelles,2010,Population mid-year estimates for females (millions),0.05,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6303,690,Seychelles,2010,Sex ratio (males per 100 females),110.4,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6304,690,Seychelles,2010,Population aged 0 to 14 years old (percentage),22.5,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6305,690,Seychelles,2010,Population aged 60+ years old (percentage),10.0,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6306,690,Seychelles,2010,Population density,207.8,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6307,690,Seychelles,2015,Population mid-year estimates (millions),0.11,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6308,690,Seychelles,2015,Population mid-year estimates for males (millions),0.06,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6309,690,Seychelles,2015,Population mid-year estimates for females (millions),0.05,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6310,690,Seychelles,2015,Sex ratio (males per 100 females),116.3,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6311,690,Seychelles,2015,Population aged 0 to 14 years old (percentage),21.4,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6312,690,Seychelles,2015,Population aged 60+ years old (percentage),10.2,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6313,690,Seychelles,2015,Population density,234.6,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6314,690,Seychelles,2022,Population mid-year estimates (millions),0.13,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6315,690,Seychelles,2022,Population mid-year estimates for males (millions),0.07,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6316,690,Seychelles,2022,Population mid-year estimates for females (millions),0.06,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6317,690,Seychelles,2022,Sex ratio (males per 100 females),122.6,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6318,690,Seychelles,2022,Population aged 0 to 14 years old (percentage),20.3,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6319,690,Seychelles,2022,Population aged 60+ years old (percentage),12.7,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6320,690,Seychelles,2022,Population density,274.7,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6321,690,Seychelles,2022,Surface area (thousand km2),0,,"United Nations Statistics Division, New York, ""Demographic Yearbook 2021"" and the demographic statistics database, last accessed June 2022."
6322,690,Seychelles,2024,Population mid-year estimates (millions),0.13,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6323,690,Seychelles,2024,Population mid-year estimates for males (millions),0.07,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6324,690,Seychelles,2024,Population mid-year estimates for females (millions),0.06,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6325,690,Seychelles,2024,Sex ratio (males per 100 females),123.0,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6326,690,Seychelles,2024,Population aged 0 to 14 years old (percentage),20.0,Projected estimate (medium fertility variant).;Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6327,690,Seychelles,2024,Population aged 60+ years old (percentage),13.2,Projected estimate (medium fertility variant).;Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6328,690,Seychelles,2024,Population density,285.4,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6329,694,Sierra Leone,2010,Population mid-year estimates (millions),6.22,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6330,694,Sierra Leone,2010,Population mid-year estimates for males (millions),3.09,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6331,694,Sierra Leone,2010,Population mid-year estimates for females (millions),3.13,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6332,694,Sierra Leone,2010,Sex ratio (males per 100 females),98.6,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6333,694,Sierra Leone,2010,Population aged 0 to 14 years old (percentage),43.2,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6334,694,Sierra Leone,2010,Population aged 60+ years old (percentage),5.1,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6335,694,Sierra Leone,2010,Population density,86.7,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6336,694,Sierra Leone,2015,Population mid-year estimates (millions),7.04,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6337,694,Sierra Leone,2015,Population mid-year estimates for males (millions),3.50,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6338,694,Sierra Leone,2015,Population mid-year estimates for females (millions),3.54,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6339,694,Sierra Leone,2015,Sex ratio (males per 100 females),99.0,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6340,694,Sierra Leone,2015,Population aged 0 to 14 years old (percentage),41.8,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6341,694,Sierra Leone,2015,Population aged 60+ years old (percentage),4.9,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6342,694,Sierra Leone,2015,Population density,98.1,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6343,694,Sierra Leone,2022,Population mid-year estimates (millions),8.28,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6344,694,Sierra Leone,2022,Population mid-year estimates for males (millions),4.13,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6345,694,Sierra Leone,2022,Population mid-year estimates for females (millions),4.15,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6346,694,Sierra Leone,2022,Sex ratio (males per 100 females),99.5,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6347,694,Sierra Leone,2022,Population aged 0 to 14 years old (percentage),39.0,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6348,694,Sierra Leone,2022,Population aged 60+ years old (percentage),5.1,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6349,694,Sierra Leone,2022,Population density,115.4,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6350,694,Sierra Leone,2022,Surface area (thousand km2),72,,"United Nations Statistics Division, New York, ""Demographic Yearbook 2021"" and the demographic statistics database, last accessed June 2022."
6351,694,Sierra Leone,2024,Population mid-year estimates (millions),8.64,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6352,694,Sierra Leone,2024,Population mid-year estimates for males (millions),4.31,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6353,694,Sierra Leone,2024,Population mid-year estimates for females (millions),4.33,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6354,694,Sierra Leone,2024,Sex ratio (males per 100 females),99.5,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6355,694,Sierra Leone,2024,Population aged 0 to 14 years old (percentage),38.1,Projected estimate (medium fertility variant).;Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6356,694,Sierra Leone,2024,Population aged 60+ years old (percentage),5.2,Projected estimate (medium fertility variant).;Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6357,694,Sierra Leone,2024,Population density,120.5,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6358,702,Singapore,2010,Population mid-year estimates (millions),5.08,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6359,702,Singapore,2010,Population mid-year estimates for males (millions),2.64,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6360,702,Singapore,2010,Population mid-year estimates for females (millions),2.43,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6361,702,Singapore,2010,Sex ratio (males per 100 females),108.5,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6362,702,Singapore,2010,Population aged 0 to 14 years old (percentage),14.1,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6363,702,Singapore,2010,Population aged 60+ years old (percentage),11.4,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6364,702,Singapore,2010,Population density,"7,433.4",,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6365,702,Singapore,2015,Population mid-year estimates (millions),5.53,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6366,702,Singapore,2015,Population mid-year estimates for males (millions),2.89,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6367,702,Singapore,2015,Population mid-year estimates for females (millions),2.64,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6368,702,Singapore,2015,Sex ratio (males per 100 females),109.5,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6369,702,Singapore,2015,Population aged 0 to 14 years old (percentage),12.7,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6370,702,Singapore,2015,Population aged 60+ years old (percentage),13.7,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6371,702,Singapore,2015,Population density,"8,089.8",,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6372,702,Singapore,2022,Population mid-year estimates (millions),5.65,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6373,702,Singapore,2022,Population mid-year estimates for males (millions),2.92,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6374,702,Singapore,2022,Population mid-year estimates for females (millions),2.73,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6375,702,Singapore,2022,Sex ratio (males per 100 females),106.9,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6376,702,Singapore,2022,Population aged 0 to 14 years old (percentage),12.0,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6377,702,Singapore,2022,Population aged 60+ years old (percentage),18.1,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6378,702,Singapore,2022,Population density,"8,272.2",,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6379,702,Singapore,2022,Surface area (thousand km2),1,The land area of Singapore comprises the mainland and other islands.,"United Nations Statistics Division, New York, ""Demographic Yearbook 2021"" and the demographic statistics database, last accessed June 2022."
6380,702,Singapore,2024,Population mid-year estimates (millions),5.83,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6381,702,Singapore,2024,Population mid-year estimates for males (millions),3.01,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6382,702,Singapore,2024,Population mid-year estimates for females (millions),2.82,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6383,702,Singapore,2024,Sex ratio (males per 100 females),106.9,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6384,702,Singapore,2024,Population aged 0 to 14 years old (percentage),11.7,Projected estimate (medium fertility variant).;Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6385,702,Singapore,2024,Population aged 60+ years old (percentage),19.1,Projected estimate (medium fertility variant).;Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6386,702,Singapore,2024,Population density,"8,539.4",Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6387,534,Sint Maarten (Dutch part),2010,Population mid-year estimates (millions),0.03,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6388,534,Sint Maarten (Dutch part),2010,Population mid-year estimates for males (millions),0.02,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6389,534,Sint Maarten (Dutch part),2010,Population mid-year estimates for females (millions),0.02,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6390,534,Sint Maarten (Dutch part),2010,Sex ratio (males per 100 females),90.4,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6391,534,Sint Maarten (Dutch part),2010,Population aged 0 to 14 years old (percentage),22.5,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6392,534,Sint Maarten (Dutch part),2010,Population aged 60+ years old (percentage),9.3,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6393,534,Sint Maarten (Dutch part),2010,Population density,994.0,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6394,534,Sint Maarten (Dutch part),2015,Population mid-year estimates (millions),0.04,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6395,534,Sint Maarten (Dutch part),2015,Population mid-year estimates for males (millions),0.02,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6396,534,Sint Maarten (Dutch part),2015,Population mid-year estimates for females (millions),0.02,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6397,534,Sint Maarten (Dutch part),2015,Sex ratio (males per 100 females),92.2,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6398,534,Sint Maarten (Dutch part),2015,Population aged 0 to 14 years old (percentage),19.7,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6399,534,Sint Maarten (Dutch part),2015,Population aged 60+ years old (percentage),13.2,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6400,534,Sint Maarten (Dutch part),2015,Population density,"1,102.1",,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6401,534,Sint Maarten (Dutch part),2022,Population mid-year estimates (millions),0.04,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6402,534,Sint Maarten (Dutch part),2022,Population mid-year estimates for males (millions),0.02,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6403,534,Sint Maarten (Dutch part),2022,Population mid-year estimates for females (millions),0.02,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6404,534,Sint Maarten (Dutch part),2022,Sex ratio (males per 100 females),95.3,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6405,534,Sint Maarten (Dutch part),2022,Population aged 0 to 14 years old (percentage),16.0,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6406,534,Sint Maarten (Dutch part),2022,Population aged 60+ years old (percentage),19.9,Calculated by the UN Statistics Division.,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
6407,534,Sint Maarten (Dutch part),2022,Population density,"1,239.4",,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6408,534,Sint Maarten (Dutch part),2022,Surface area (thousand km2),0,,"United Nations Statistics Division, New York, ""Demographic Yearbook 2021"" and the demographic statistics database, last accessed June 2022."
6409,534,Sint Maarten (Dutch part),2024,Population mid-year estimates (millions),0.04,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
6410,534,Sint Maarten (Dutch part),2024,Population mid-year estimates for males (millions),0.02,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
